"i1"	"i2"	"i3"	"i4"	"i5"	"i6"	"i7"	"i8"	"i9"	"i10"	"i11"	"i12"	"i13"	"i14"	"i15"	"i16"	"i17"	"i18"	"i19"	"i20"	"i21"	"i22"	"i23"	"i24"	"i25"	"i26"	"i27"	"i28"	"i29"	"i30"	"i31"	"i32"	"i33"	"i34"	"i35"	"i36"	"i37"	"i38"	"i39"	"i40"	"i41"	"i42"	"i43"	"i44"	"i45"	"i46"	"i47"	"i48"	"i49"	"i50"	"i51"	"i52"	"i53"	"i54"	"i55"	"i56"
"466"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"467"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"468"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"469"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	99	99	99	99	99	99	99	99
"470"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"471"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"472"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"473"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"474"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"475"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"476"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"477"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"478"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"479"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	99	99	99	99	99	99	99	99
"480"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"481"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"482"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	99	99	99	99	99	99	99	99
"483"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"484"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	99	99	99	99	99	99	99	99
"485"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"486"	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"487"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	99	99	99	99	99	99	99	99
"488"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"489"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	99	99	99	99	99	99	99	99
"490"	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"491"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	99	99	99	99	99	99	99	99
"492"	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	99	99	99	99	99	99	99	99
"493"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"494"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"495"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99	99	99	99	99	99	99	99
"496"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"497"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	99	99	99	99	99	99	99	99
"498"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"499"	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"500"	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"501"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"502"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"503"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	99	99	99	99	99	99	99	99
"504"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	99	99	99	99	99	99	99	99
"505"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"506"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	99	99	99	99	99	99	99	99	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"507"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"508"	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"509"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	99	99	99	99	99	99	99	99
"510"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"511"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	99	99	99	99	99	99	99	99
"512"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"513"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"514"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"515"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99	99	99	99	99	99	99	99
"516"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"517"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"518"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	99	99	99	99	99	99	99	99
"519"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"520"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"521"	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"522"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"523"	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"524"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	99	99	99	99	99	99	99	99
"525"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"526"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	99	99	99	99	99	99	99	99
"527"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"528"	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"529"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	99	99	99	99	99	99	99	99
"530"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"531"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"532"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"533"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"534"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"535"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"536"	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"537"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	99	99	99	99	99	99	99	99
"538"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"539"	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"540"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"541"	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"542"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"543"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"544"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"545"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"546"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	99	99	99	99	99	99	99	99
"547"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	99	99	99	99	99	99	99	99
"548"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"549"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"550"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"551"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"552"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"553"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"554"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"555"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	99	99	99	99	99	99	99	99
"556"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	99	99	99	99	99	99	99	99
"557"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"558"	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"559"	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"560"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"561"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	99	99	99	99	99	99	99	99
"562"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"563"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"564"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	99	99	99	99	99	99	99	99
"565"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"566"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"567"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	99	99	99	99	99	99	99	99
"568"	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"569"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	99	99	99	99	99	99	99	99
"570"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	99	99	99	99	99	99	99	99
"571"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"572"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"573"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	99	99	99	99	99	99	99	99
"574"	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	99	99	99	99	99	99	99	99	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	99	99	99	99	99	99	99	99
"575"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"576"	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"577"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"578"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	99	99	99	99	99	99	99	99
"579"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"580"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"581"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"582"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
"583"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99	99	99	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99
